time,temp,feels_like,temp_min,temp_max,pressure,humidity,sea_level,grnd_level
19-Jul-2025 09:30:00,59.1914355231144,58.6251094890511,55.310405515004,61.9830656934307,1020,81,1020,1016
19-Jul-2025 09:40:00,58.952,58.358,55.204,61.45,1020,81,1020,1016
19-Jul-2025 09:50:00,58.8424671052632,58.2324671052632,54.7,61.45,1020,81,1020,1016
19-Jul-2025 10:00:00,58.8671381578947,58.2571381578947,54.7,61.45,1019,81,1019,1016
19-Jul-2025 10:10:00,58.9072204472843,58.297571884984,54.7221405750799,61.4770607028754,1019,81,1019,1016
19-Jul-2025 10:20:00,59.1420447284345,58.5371884984026,55.0240575079872,61.8460702875399,1020,80,1020,1016
19-Jul-2025 10:30:00,59.3768690095847,58.7768051118211,55.3259744408946,62.2150798722045,1020,80,1020,1016
19-Jul-2025 10:40:00,60.8354612546126,60.3117712177122,57.31,63.8057564575646,1020,79,1020,1016
19-Jul-2025 10:50:00,61.3373062730627,60.7988560885609,57.31,64.3887822878229,1020,77,1020,1016
19-Jul-2025 11:00:00,61.9455172413793,61.4560188087774,57.9047962382445,65.0167398119122,1020,77,1020,1016
19-Jul-2025 11:10:00,62.3103867403315,61.8703314917127,58.37,65.46,1020,77,1020,1016
19-Jul-2025 11:20:00,62.9246645367412,62.532428115016,58.9252715654952,66.1137060702875,1020,78,1020,1016
19-Jul-2025 11:30:00,64.8352076677316,64.5132587859425,60.3310223642172,67.7686581469649,1020,74,1020,1016
19-Jul-2025 11:40:00,66.0040677966102,65.6870338983051,62.0471186440678,68.8026271186441,1020,71,1020,1016
19-Jul-2025 11:50:00,67.1644843049327,66.8707174887892,62.2327802690583,69.9856950672646,1020,70,1020,1016
19-Jul-2025 12:00:00,68.1363533408833,67.8217100792752,63.445288788222,70.9971574178935,1020,66,1020,1016
19-Jul-2025 12:10:00,69.0260428410372,68.7038895152198,64.6244870349493,71.9541037204059,1020,66,1020,1016
19-Jul-2025 12:20:00,69.8445321307779,69.5404171364149,65.5083652762119,72.8830777903044,1020,66,1020,1016
19-Jul-2025 12:30:00,70.6630214205186,70.3769447576099,66.3922435174746,73.8120518602029,1020,60,1020,1015
19-Jul-2025 12:40:00,71.4815107102593,71.213472378805,67.2761217587373,74.7410259301015,1020,60,1020,1015
19-Jul-2025 12:50:00,72.3,72.05,68.16,75.67,1020,60,1020,1015
19-Jul-2025 13:00:00,72.798322147651,72.553355704698,68.8772818791946,76.1129530201342,1020,60,1020,1015
19-Jul-2025 13:10:00,73.296644295302,73.056711409396,69.5945637583893,76.5559060402685,1019,56,1019,1015
19-Jul-2025 13:20:00,73.794966442953,73.560067114094,70.3118456375839,76.9988590604027,1019,56,1019,1015
19-Jul-2025 13:30:00,74.3334673366834,74.1026633165829,71.0526130653266,77.4597487437186,1019,56,1019,1015
19-Jul-2025 13:40:00,75.70265,75.44175,72.22805,78.2463,1019,52,1019,1015
19-Jul-2025 13:50:00,76.180338028169,75.9338873239437,72.725014084507,78.7770610328638,1019,52,1019,1015
19-Jul-2025 14:00:00,76.754985915493,76.542338028169,73.2489577464789,79.4474835680751,1019,51,1019,1015
19-Jul-2025 14:10:00,77.1503740458015,76.9530381679389,73.6192671755725,79.7743893129771,1019,51,1019,1015
19-Jul-2025 14:20:00,77.5305267175573,77.3469312977099,73.9765190839695,80.0720992366412,1019,50,1019,1015
19-Jul-2025 14:30:00,78.015539748954,77.8244184100418,74.4481255230125,80.5911464435146,1019,50,1019,1015
19-Jul-2025 14:40:00,78.5377154811715,78.3315313807531,74.9602594142259,81.1886359832636,1019,47,1019,1014
19-Jul-2025 14:50:00,78.8445454545454,78.8381818181818,75.2160606060606,81.4272727272727,1019,46,1019,1014
19-Jul-2025 15:00:00,79.1005584642234,79.1005584642234,75.7824781849913,81.5680628272251,1018,46,1018,1014
